,﻿origin,geocode_name,lat,lng,country,city,adm1,adm2
1137,смт Коцюбинське ,"Selsovet pgt Kotsyubinskoye, Dokivska Street, Kotsyubyns'ke, Kyivs'ka oblast, Ukraine, 08298",50.4884976,30.3357115,Ukraine,Kotsyubyns'ke,Kyivs'ka oblast,
1138,"Черкаська обл, м.Смiла","Smila, Cherkas'ka oblast, Ukraine",49.227717,31.852233000000002,Ukraine,Smila,Cherkas'ka oblast,
1139,Бердянськ Запорізька обл.,"Berdyans'k, Zaporiz'ka oblast, Ukraine",46.759722,36.784444,Ukraine,Berdyans'k,Zaporiz'ka oblast,
1140,"Львівська обл., м.Дрогобич","Drohobych, Lviv Oblast, Ukraine",49.358011600000005,23.5123193,Ukraine,Drohobych,Lviv Oblast,
1141,"Київська область, місто Біла Церква ","Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
1142,"Sydney, Australia","Sydney NSW, Australia",-33.8674869,151.20699019999998,Australia,Sydney,New South Wales,
1143,Краків,"Krakow, Poland",50.06465009999999,19.9449799,Poland,Krakow,Lesser Poland Voivodeship,Kraków County
1144,"м. Димитров, Донецька область","Dymytrov, Donetsk Oblast, Ukraine",48.296211799999995,37.270003499999994,Ukraine,Dymytrov,Donetsk Oblast,
1145,"Ніжин
","Nizhyn, Chernihivs'ka oblast, Ukraine",51.038056,31.886111,Ukraine,Nizhyn,Chernihivs'ka oblast,
1146,м.Калуш,"Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
1147,Енакиево,"Yenakijeve, Donetsk Oblast, Ukraine",48.216667,38.2,Ukraine,Yenakijeve,Donetsk Oblast,
1148,"село Башмачка, Дніпропетровська область","Bashmachka, Dnipropetrovsk Oblast, Ukraine",48.156019,35.010940999999995,Ukraine,Bashmachka,Dnipropetrovsk Oblast,Solonyans'kyi district
1149,Курахово,"Kurakhove, Donetsk Oblast, Ukraine",47.98333299999999,37.266667,Ukraine,Kurakhove,Donetsk Oblast,Mar'ins'kyi district
1150,с.Косів,"Kosiv, Ivano-Frankivs'ka oblast, Ukraine",48.315,25.095278,Ukraine,Kosiv,Ivano-Frankivs'ka oblast,Kosivs'kyi district
1151,Самбір,"Sambir, Lviv Oblast, Ukraine",49.516667,23.202778,Ukraine,Sambir,Lviv Oblast,
1152,"селище Новопсков, Луганська область","Novopskov, Luhans'ka oblast, Ukraine",49.529722,39.117222,Ukraine,Novopskov,Luhans'ka oblast,Novopskovs'kyi district
1153,Новогродівка,"Novohrodivka, Donetsk Oblast, Ukraine",48.2,37.339444,Ukraine,Novohrodivka,Donetsk Oblast,
1154,"Новопсков, Луганська область","Novopskov, Luhans'ka oblast, Ukraine",49.529722,39.117222,Ukraine,Novopskov,Luhans'ka oblast,Novopskovs'kyi district
1155,м. Пустомити,"Pustomyty, Lviv Oblast, Ukraine",49.71388899999999,23.910833,Ukraine,Pustomyty,Lviv Oblast,Pustomytivs'kyi district
1156,Донецьк/Дніпропетровськ,"Donetsk, Rostov Oblast, Russia",48.333333,39.933333000000005,Russia,Donets'k,Rostov Oblast,Donetsk
1157,Днепр,"(122) Dnipro, Kyiv, Kyiv city, Ukraine",50.44121999999999,30.559313,Ukraine,Kyiv,Kyiv city,Kyiv City
1158,Глибока,"Hlyboka, Chernivets'ka oblast, Ukraine",48.083333,25.933332999999998,Ukraine,Hlyboka,Chernivets'ka oblast,Hlybots'kyi district
1159,"Біла Церква, Київська обл.","Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
1160,"Казань, Татарстан, Росія","Kazan, Tatarstan, Russia",55.790278,49.134722,Russia,Kazan,Tatarstan,gorod Kazan'
1161,"м. Коростень, Житомирська обл.","Korosten', Zhytomyrs'ka oblast, Ukraine",50.95,28.633333,Ukraine,Korosten',Zhytomyrs'ka oblast,
1162,KYIV,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1163,Augsburg,"Augsburg, Germany",48.3705449,10.897789999999999,Germany,Augsburg,Bavaria,Swabia
1164,Світловодськ,"Svitlovods'k, Kirovohrads'ka oblast, Ukraine",49.050278000000006,33.241944000000004,Ukraine,Svitlovods'k,Kirovohrads'ka oblast,
1165,"Україна, Херсонська область","Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,,Khersons'ka oblast,
1166,Косів,"Kosiv, Ivano-Frankivs'ka oblast, Ukraine",48.315,25.095278,Ukraine,Kosiv,Ivano-Frankivs'ka oblast,Kosivs'kyi district
1167,chernivtsi,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
1168,смт.Немішаєве,"Nemishajeve, Kyivs'ka oblast, Ukraine",50.564721999999996,30.093611,Ukraine,Nemishajeve,Kyivs'ka oblast,Borodyans'kyi district
1169,Bydgoszcz,"Bydgoszcz, Poland",53.12348040000001,18.0084378,Poland,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Bydgoszcz County
1170,Кіцмань,"Kitsman', Chernivets'ka oblast, Ukraine",48.441666999999995,25.76,Ukraine,Kitsman',Chernivets'ka oblast,Kitsmans'kyi district
1171,Slavuta,"Slavuta, Khmel'nyts'ka oblast, Ukraine",50.302778,26.868333000000003,Ukraine,Slavuta,Khmel'nyts'ka oblast,
1172,м.Тульчин,"Tul'chyn, Vinnyts'ka oblast, Ukraine",48.674444,28.849721999999996,Ukraine,Tul'chyn,Vinnyts'ka oblast,Tul'chyns'kyi district
1173, м.Хмельницький ,"Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine",49.422983,26.987133,Ukraine,Khmelnytskyi,Khmel'nyts'ka oblast,
1174,"Ірпінь, Київська обл ","Irpin', Kyivs'ka oblast, Ukraine",50.51875,30.239783000000003,Ukraine,Irpin',Kyivs'ka oblast,
1175,"м. Нововолинськ, Волинська обл.","Novovolynsk, Volyns'ka oblast, Ukraine",50.73333299999999,24.166667,Ukraine,Novovolynsk,Volyns'ka oblast,
1176,Lausanne,"Lausanne, Switzerland",46.5199617,6.6335970999999985,Switzerland,Lausanne,Vaud,Lausanne District
1177,м.Кривий Рiг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
1178,Zdolbuniv,"Zdolbuniv, Rivnens'ka oblast, Ukraine",50.516667,26.25,Ukraine,Zdolbuniv,Rivnens'ka oblast,Zdolbunivs'kyi district
1179,с. Музичі,"Muzychi, Kyivs'ka oblast, Ukraine",50.360278,30.1125,Ukraine,Muzychi,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
1180,Cеверодонецк,"Severodonetsk, Luhans'ka oblast, Ukraine",48.933333000000005,38.5,Ukraine,Severodonetsk,Luhans'ka oblast,
1181,Kyyv,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1182,"Рідне місто-Донецьк
Живу і працюю-Львів","Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
1183,Рожневі Поля,"Rozhnevi Polya, Ivano-Frankivs'ka oblast, Ukraine",48.524444,25.38,Ukraine,Rozhnevi Polya,Ivano-Frankivs'ka oblast,Snyatyns'kyi district
1184,м. Кривий Рiг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
1185,Kremenchug,"Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
1186,г. Керчь,Kerch,45.357314,36.468293,,Kerch,Crimea,
1187,м Львів,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
1188,"Харків,  Ккраїна","Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
1189,"Kyrenia, Northern Cyprus",Girne,35.323710399999996,33.3149413,,Girne,,
1190,м. Київ ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1191,Алчевськ. Луганська обл. Україна,"Alchevs'k, Luhans'ka oblast, Ukraine",48.477778,38.797778,Ukraine,Alchevs'k,Luhans'ka oblast,
1192,Mukachevo,"Mukacheve, Zakarpats'ka oblast, Ukraine",48.45,22.75,Ukraine,Mukacheve,Zakarpats'ka oblast,
1193,Белогородка,"Bilohorodka, Kyivs'ka oblast, Ukraine",50.3750037,30.2227951,Ukraine,Bilohorodka,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
1194,"Київ, Одеса","Kyivs'kyi District, Odessa, Odessa Oblast, Ukraine",46.375272499999994,30.7164464,Ukraine,Odessa,Odessa Oblast,
1195,"Київ, Полтава","Poltava, Poltava, Poltavs'ka oblast, Ukraine",49.657199600000006,34.533910299999995,Ukraine,Poltava,Poltavs'ka oblast,Poltavs'kyi district
1196,Місто Стебник,"Stebnyk, Lviv Oblast, Ukraine",49.3,23.566667000000002,Ukraine,Stebnyk,Lviv Oblast,
1197,Київ (Соф.Борщагівка),"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1198,Тальне,"Tal'ne, Cherkas'ka oblast, Ukraine",48.883333,30.7,Ukraine,Tal'ne,Cherkas'ka oblast,Tal'nivs'kyi district
1199,"г. Краматорск, Донецкая обл., Украина","Kramatorsk, Donetsk Oblast, Ukraine",48.738966999999995,37.58435,Ukraine,Kramatorsk,Donetsk Oblast,
1200,"Одеська область, м.Татарбунари","Tatarbunary, Odessa Oblast, Ukraine",45.83911320000001,29.6145761,Ukraine,Tatarbunary,Odessa Oblast,Tatarbunars'kyi district
1201,"Місто Стрий, Львівська область","Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
1202, м.Новий Розділ Львівська область,"Novyi Rozdil, Lviv Oblast, Ukraine",49.471944,24.133333,Ukraine,Novyi Rozdil,Lviv Oblast,
1203, с. Скоморохи,"Skomorokhy, Ternopil's'ka oblast, Ukraine",49.406667,25.725278,Ukraine,Skomorokhy,Ternopil's'ka oblast,Ternopil's'kyi district
1204,"Львівська обл., м. Стебник","Stebnyk, Lviv Oblast, Ukraine",49.3,23.566667000000002,Ukraine,Stebnyk,Lviv Oblast,
1205,"Вишгородкьий р-н,с.Нові-Петрівці","v. Novi Pertivtsi, Novi Petrivtsi, Kyivs'ka oblast, Ukraine",50.627093,30.442689,Ukraine,Novi Petrivtsi,Kyivs'ka oblast,Vyshhorods'kyi district
1206,Республика Беларусь,Belarus,53.709807,27.953389,Belarus,,,
1207,Dublin,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,Ireland,Dublin,Dublin,Dublin City
1208,Макіївка,"Makiivka, Donetsk Oblast, Ukraine",48.0459557,37.9666901,Ukraine,Makiivka,Donetsk Oblast,
1209,Житомир - Київ,"(111) Zhytomyrska, Kyiv, Kyiv city, Ukraine",50.456134999999996,30.365285999999998,Ukraine,Kyiv,Kyiv city,Kyiv City
1210,Село Митниця,"Mytnytsya, Kyivs'ka oblast, Ukraine",50.128611,30.243056,Ukraine,Mytnytsya,Kyivs'ka oblast,Vasyl'kivs'kyi district
1211,г.Горловка,"Horlivka, Donetsk Oblast, Ukraine",48.3071,38.029633000000004,Ukraine,Horlivka,Donetsk Oblast,
1212,УКРАЇНА,Ukraine,48.379433,31.16558,Ukraine,,,
1213,"м.Мурсія, Іспанія","Murcia, Murcia, Spain",37.992239899999994,-1.1306544,Spain,Murcia,Region of Murcia,Murcia
1214,Lublin,"Lublin, Poland",51.2464536,22.5684463,Poland,Lublin,Lublin Voivodeship,Lublin County
1215,село Ценява,"Tsenyava, Ivano-Frankivs'ka oblast, Ukraine",48.550278000000006,25.124722,Ukraine,Tsenyava,Ivano-Frankivs'ka oblast,Kolomyis'kyi district
1216,Dolyna,"Dolyna, Ivano-Frankivs'ka oblast, Ukraine",48.970556,24.011111,Ukraine,Dolyna,Ivano-Frankivs'ka oblast,Dolyns'kyi district
1217,"с. Сокільники, Львівська область","Sokilnyky, Lviv Oblast, Ukraine",49.77694400000001,23.961389,Ukraine,Sokilnyky,Lviv Oblast,Pustomytivs'kyi district
1218,Городок,"Haradok, Belarus",55.466666999999994,30.0,Belarus,Haradok,Vitebsk Province,Haradok District
1219,м. Луцьк Волинська область,"Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
1220,"Хмельницька область, м. Славута","Slavuta, Khmel'nyts'ka oblast, Ukraine",50.302778,26.868333000000003,Ukraine,Slavuta,Khmel'nyts'ka oblast,
1221,"Чернівецька область, Новоселицький район","Novoselyts'kyi district, Chernivets'ka oblast, Ukraine",48.2820998,26.392416100000002,Ukraine,,Chernivets'ka oblast,Novoselyts'kyi district
1222,Дніпропетровськ /Донецьк,"Donetsk, Rostov Oblast, Russia",48.333333,39.933333000000005,Russia,Donets'k,Rostov Oblast,Donetsk
1223,Козятин,"Kozyatyn, Vinnyts'ka oblast, Ukraine",49.7149346,28.8363647,Ukraine,Kozyatyn,Vinnyts'ka oblast,
1224,"Павлоград, Дніпропетровська обл.","Pavlohrad, Dnipropetrovsk Oblast, Ukraine",48.516667,35.866667,Ukraine,Pavlohrad,Dnipropetrovsk Oblast,
1225,Polonne ,"Polonne, Khmel'nyts'ka oblast, Ukraine",50.116667,27.516666999999998,Ukraine,Polonne,Khmel'nyts'ka oblast,Polons'kyi district
1226,Г. Днепропетровск,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
1227,"м.Іллічівськ, Одеська обл., Україна","Illichivs'k, Odessa Oblast, Ukraine",46.2952236,30.648085499999997,Ukraine,Illichivs'k,Odessa Oblast,
1228,    Запорожье,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
1229,Madrid,"Madrid, Madrid, Spain",40.4167754,-3.7037902000000003,Spain,Madrid,Community of Madrid,Madrid
1230,Nthyjgskm,"Ternopil, Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,Ternopil,Ternopil's'ka oblast,
1231,"Іванків, Київська область","Ivankiv, Kyivs'ka oblast, Ukraine",50.933333000000005,29.9,Ukraine,Ivankiv,Kyivs'ka oblast,Ivankivs'kyi district
1232, Одесса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
1233,місто Київ.,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1234,Prague,"Prague, Czech Republic",50.0755381,14.4378005,Czech Republic,Prague,Hlavní město Praha,Hlavní město Praha
1235,М. Київ ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1236,г. Винница,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
1237,Perechin,"Perechyn, Zakarpats'ka oblast, Ukraine",48.734167,22.474167,Ukraine,Perechyn,Zakarpats'ka oblast,Perechyns'kyi district
1238,"Calgary, Alberta, Canada.","Calgary, AB, Canada",51.04532460000001,-114.05810120000001,Canada,Calgary,Alberta,Division No. 6
1239,Лисичанськ,"Lysychans'k, Luhans'ka oblast, Ukraine",48.916667,38.4,Ukraine,Lysychans'k,Luhans'ka oblast,
1240,Г. Южный,"Yuzhne, Odessa Oblast, Ukraine",46.624021299999995,31.1000648,Ukraine,Yuzhne,Odessa Oblast,
1241,"пгт. Ольшанское, Николаевская область","Ol'shans'ke, Mykolaivs'ka oblast, Ukraine",47.184444,31.793889,Ukraine,Ol'shans'ke,Mykolaivs'ka oblast,Mykolaivs'kyi district
1242,"Дніпродзержинськ, Дніпропетроськ","Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
1243,Київ/Осло,"Oslo, Norway",59.913868799999996,10.7522454,Kingdom of Norway,Oslo,Oslo,
1244,м.Богуслав. Київська обл,"Bohuslav, Kyivs'ka oblast, Ukraine",49.546667,30.872778000000004,Ukraine,Bohuslav,Kyivs'ka oblast,Bohuslavs'kyi district
1245,Ямпіль,"Yampil', Vinnyts'ka oblast, Ukraine",48.243612,28.287041,Ukraine,Yampil',Vinnyts'ka oblast,Yampil's'kyi district
1246,Rio de Janeiro,"Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9082998,-43.1970773,Brazil,Rio de Janeiro,State of Rio de Janeiro,Rio de Janeiro
1247,місто Обухів,"Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
1248,IvanoFrankivsk,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
1249,м.Боярка,"Boyarka, Kyivs'ka oblast, Ukraine",50.317116999999996,30.298167,Ukraine,Boyarka,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
1250,М. Ніжин,"Nizhyn, Chernihivs'ka oblast, Ukraine",51.038056,31.886111,Ukraine,Nizhyn,Chernihivs'ka oblast,
1251,с. Наталине,"Natalyne, Kharkiv Oblast, Ukraine",49.34555599999999,35.482778,Ukraine,Natalyne,Kharkiv Oblast,Krasnohrads'kyi district
1252,Гомель,"Gomel, Belarus",52.44527799999999,30.984167,Belarus,Gomel,Homiel Province,Gomel District
1253,"Львівська область, місто Радехів","Radekhiv, Lviv Oblast, Ukraine",50.282778,24.6375,Ukraine,Radekhiv,Lviv Oblast,Radekhivs'kyi district
1254,Бельфорт - Франція,"Belfortes, 81260 Le Bez, France",43.637267,2.4546810000000003,France,Le Bez,Midi-Pyrénées,Tarn
1255,"село Новосілки, Київська обл.","Novosilky, Kyivs'ka oblast, Ukraine",50.354444,30.454444,Ukraine,Novosilky,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
1256,м.Золочів Львівска обл,"Zolochiv, Lviv Oblast, Ukraine",49.80941,24.901370999999997,Ukraine,Zolochiv,Lviv Oblast,Zolochivs'kyi district
1257,Chernigiv,"Chernihiv, Chernihivs'ka oblast, Ukraine",51.4982,31.28935,Ukraine,Chernihiv,Chernihivs'ka oblast,
1258,"Cherkasy,Ukraine","Cherkasy, Cherkas'ka oblast, Ukraine",49.444433000000004,32.059767,Ukraine,Cherkasy,Cherkas'ka oblast,
1259,"Херсонська обл., м. Херсон","Kherson, Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,Kherson,Khersons'ka oblast,
1260,Сiмферополь,Simferopol,44.952117,34.102416999999996,,Simferopol,Crimea,
1261,"Україна, м.Харків","Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
1262,Khmelnitskiy city,"Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine",49.422983,26.987133,Ukraine,Khmelnytskyi,Khmel'nyts'ka oblast,
1263,м. Здолбунів,"Zdolbuniv, Rivnens'ka oblast, Ukraine",50.516667,26.25,Ukraine,Zdolbuniv,Rivnens'ka oblast,Zdolbunivs'kyi district
1264,м. Бердянск,"Berdyans'k, Zaporiz'ka oblast, Ukraine",46.759722,36.784444,Ukraine,Berdyans'k,Zaporiz'ka oblast,
1265,м.Обухів Київська обл.,"Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
1266,г. Зеньков,"Zin'kiv, Poltavs'ka oblast, Ukraine",50.2,34.35,Ukraine,Zin'kiv,Poltavs'ka oblast,Zin'kivs'kyi district
1267,с. Берестівка,"Berestivka, Zhytomyrs'ka oblast, Ukraine",50.340556,27.476111,Ukraine,Berestivka,Zhytomyrs'ka oblast,Baranivs'kyi district
1268,Александрия,"Alexandria, Alexandria Governorate, Egypt",31.2000924,29.9187387,Egypt,Alexandria,Alexandria Governorate,
1269,село Загаття,"Zahattya, Zakarpats'ka oblast, Ukraine",48.398027299999995,22.9507674,Ukraine,Zahattya,Zakarpats'ka oblast,Irshavs'kyi district
1270,чернівці глибоцький р-н с.кам'янка ,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
1271,м.Шепетівка,"Shepetivka, Khmel'nyts'ka oblast, Ukraine",50.183333000000005,27.066667,Ukraine,Shepetivka,Khmel'nyts'ka oblast,
1272,с. Маслянка,"Maslyanka, Rivnens'ka oblast, Ukraine",50.530833,25.613889,Ukraine,Maslyanka,Rivnens'ka oblast,Mlynivs'kyi district
1273,Іллічівськ,"Illichivs'k, Odessa Oblast, Ukraine",46.2952236,30.648085499999997,Ukraine,Illichivs'k,Odessa Oblast,
1274,Тернопільска обл.,"Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,,Ternopil's'ka oblast,
1275,Богородчани,"Bohorodchany, Ivano-Frankivs'ka oblast, Ukraine",48.808056,24.538056,Ukraine,Bohorodchany,Ivano-Frankivs'ka oblast,Bohorodchans'kyi district
1276,"Одеська обл., м. Іллічівськ. У зв'язку з навчанням у НУ ""Острозька академія"" проживаю у м. Острог.","Odessa Oblast, Ukraine",46.484583,30.7326,Ukraine,,Odessa Oblast,
1277,м.Токмак,"Tokmak, Zaporiz'ka oblast, Ukraine",47.25,35.7,Ukraine,Tokmak,Zaporiz'ka oblast,
1278,місто Одеса ,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
1279,Харьков-Луганск,"Luhansk, Luhans'ka oblast, Ukraine",48.574040999999994,39.307815000000005,Ukraine,Luhansk,Luhans'ka oblast,
1280,Макеевка,"Makiivka, Donetsk Oblast, Ukraine",48.0459557,37.9666901,Ukraine,Makiivka,Donetsk Oblast,
1281,"м. Зміїв, Харківська обл.","Zmiiv, Kharkiv Oblast, Ukraine",49.6944064,36.3595476,Ukraine,Zmiiv,Kharkiv Oblast,Zmiivs'kyi district
1282,Чернівці ,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
1283,"Барселона, Іспанія","Barcelona, Barcelona, Spain",41.3850639,2.1734035,Spain,Barcelona,Catalonia,Barcelona
1284,Kiew,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1285,місто Ірпінь,"Irpin', Kyivs'ka oblast, Ukraine",50.51875,30.239783000000003,Ukraine,Irpin',Kyivs'ka oblast,
1286,Красноармійськ Дон. обл.,"Krasnoarmiis'k, Donetsk Oblast, Ukraine",48.28277800000001,37.182778000000006,Ukraine,Krasnoarmiis'k,Donetsk Oblast,
1287,Київ/Донецьк,"Kyiv-Konti, Donetsk, Donetsk Oblast, Ukraine",47.970924,37.770821000000005,Ukraine,Donetsk,Donetsk Oblast,
1288,Toronto,"Toronto, ON, Canada",43.653226000000004,-79.3831843,Canada,Toronto,Ontario,Toronto Division
1289,"Ukraine, Dnepropetrovsk","Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
1290,"Kherson
","Kherson, Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,Kherson,Khersons'ka oblast,
1291,Місто Сквира,"Skvyra, Kyivs'ka oblast, Ukraine",49.7328752,29.6642904,Ukraine,Skvyra,Kyivs'ka oblast,Skvyrs'kyi district
1292,"Луцк, Волынская область","Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
1293,Косівська Поляна,"Kosivs'ka Polyana, Zakarpats'ka oblast, Ukraine",48.0084202,24.1135333,Ukraine,Kosivs'ka Polyana,Zakarpats'ka oblast,Rakhivs'kyi district
1294,М. Одеса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
1295,"Львів, Соснівка","вулиця Львівська, Sosnivka, Lviv Oblast, Ukraine, 80193",50.29969440000001,24.247116600000002,Ukraine,Sosnivka,Lviv Oblast,Sokal's'kyi district
1296,"Київська обл., м. Ірпінь","Irpin', Kyivs'ka oblast, Ukraine",50.51875,30.239783000000003,Ukraine,Irpin',Kyivs'ka oblast,
1297,"Місто Ірпінь, Київської області","Irpin', Kyivs'ka oblast, Ukraine",50.51875,30.239783000000003,Ukraine,Irpin',Kyivs'ka oblast,
1298,"Волинська область, місто Луцьк","Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
1299,Khmelnitskiy,"Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine",49.422983,26.987133,Ukraine,Khmelnytskyi,Khmel'nyts'ka oblast,
1300,Горловка ,"Horlivka, Donetsk Oblast, Ukraine",48.3071,38.029633000000004,Ukraine,Horlivka,Donetsk Oblast,
1301,м.Мукачево,"Mukacheve, Zakarpats'ka oblast, Ukraine",48.45,22.75,Ukraine,Mukacheve,Zakarpats'ka oblast,
1302,М.  Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
1303,Chervonograd,"Chervonohrad, Lviv Oblast, Ukraine",50.39,24.23,Ukraine,Chervonohrad,Lviv Oblast,
1304,Луганська область місто Сватове ,"Svatove, Luhans'ka oblast, Ukraine",49.416667,38.15,Ukraine,Svatove,Luhans'ka oblast,Svativs'kyi district
1305,Дубно,"Dubno, Rivnens'ka oblast, Ukraine",50.416667,25.75,Ukraine,Dubno,Rivnens'ka oblast,
1306,місто Слов'янськ,"Slovyansk, Donetsk Oblast, Ukraine",48.8532,37.6053,Ukraine,Slovyansk,Donetsk Oblast,Slov'yans'kyi district
1307,Cherkasy,"Cherkasy, Cherkas'ka oblast, Ukraine",49.444433000000004,32.059767,Ukraine,Cherkasy,Cherkas'ka oblast,
1308,"Дубно

","Dubno, Rivnens'ka oblast, Ukraine",50.416667,25.75,Ukraine,Dubno,Rivnens'ka oblast,
1309,місто Севастополь,Sevastopol,44.61665,33.525366999999996,,Sevastopol,Sevastopol' city,Sevastopol' city
1310,м.Любомль,"Lyuboml', Volyns'ka oblast, Ukraine",51.223056,24.037778,Ukraine,Lyuboml',Volyns'ka oblast,Lyuboml's'kyi district
1311, Харків,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
1312, Суми,"Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
1313,Новосілки,"Novosilky, Kyivs'ka oblast, Ukraine",50.354444,30.454444,Ukraine,Novosilky,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
1314,Хуст,"Khust, Zakarpats'ka oblast, Ukraine",48.181389,23.297778,Ukraine,Khust,Zakarpats'ka oblast,
1315,"Єнакієве, Донецька обл., Україна","Yenakijeve, Donetsk Oblast, Ukraine",48.216667,38.2,Ukraine,Yenakijeve,Donetsk Oblast,
