year_of_birth,gender,level_of_education,mailing_address
1989,f,m,м. Київ
1983,f,m,
1984,f,m,Дніпропетровськ
1983,f,m,м.Житомир
1988,f,m,г.Горловка
1984,f,m,Київ
1990,f,m,Київ
1991,m,m,Киев
None,,m,УКРАЇНА
1993,f,b,Бровари 
1995,m,hs,"м.Мурсія, Іспанія"
1994,m,a,Київ
None,m,m,Київ
1998,f,hs,Львів
1976,m,m,Тернопіль
1993,m,b,Київ
1968,m,jhs,Полтава
1985,f,m,Львів
1984,m,m,Kyiv
1987,f,m,Ternopil
1975,f,other,Никополь
1994,m,a,Івано-Франківськ
1989,m,m,Київ
1986,m,jhs,Wrocław
1994,m,a,Lublin
1990,m,m,Львів
1994,m,a,Миколаїв
1979,m,m,Харків
1990,m,m,
1993,m,a,село Ценява
1981,m,m,Тернопіль
1991,m,b,Lublin
1994,m,a,м.Івано-Франківськ
1986,m,m,Львів
1995,m,a,Новий Розділ
1986,m,m,Київ
1989,f,b,Київ
1989,m,m,Lviv
1987,m,m,м. Львів
1984,m,m,Dolyna
1990,m,m,Бережани
1987,m,m,Kyiv
1978,m,m,Львів
1988,m,m,Львів
1993,m,a,Коломия
1974,m,m,Kyiv
1990,m,m,Полтава
1992,m,m,Львів
1991,m,m,"с. Сокільники, Львівська область"
1996,m,el,Городок
1982,m,m,Lviv
1988,m,m,Київ
1998,m,hs,м. Луцьк Волинська область
1983,m,m,Rivne
1985,m,m,Дніпропетровськ
1983,m,m,Wrocław
1988,m,m,Львів
1965,f,m,Київ
1984,m,m,Київ
1988,m,m,Львів
1990,m,b,Київ
1973,m,m,Kyiv
1989,m,m,Житомир
1986,f,m,Київ
1979,f,m,Дніпропетровськ
1978,f,m,Днепропетровск
1985,f,m,Дніпропетровськ
1969,f,m,
1993,f,b,місто Харків
None,f,m,
1984,f,m,Тернопіль
1981,f,m,Dnepropetrovsk
1993,f,a,Київ
1993,f,b,Харків
1984,f,m,"Хмельницька область, м. Славута"
1974,f,p,Харків
None,f,m,Київ
1966,f,m,Харьков
1981,f,m,Kyiv
1978,f,m,Київ
None,f,a,м.Київ
1992,m,m,Kyiv
1987,f,m,Дніпропетровськ
1991,f,m,Київ
1997,f,hs,Кривий Ріг
1997,f,none,"Чернівецька область, Новоселицький район"
1978,f,m,Київ
None,f,m,Київ
1987,f,hs,Київ
1962,f,m,Київ
1997,f,a,Дніпропетровськ
1995,f,a,Ужгород
1986,f,p,Київ
1978,f,p,Київ
1996,f,hs,м. Київ
1984,f,a,Коростишій
1984,f,m,Дніпропетровськ /Донецьк
1983,f,other,Києв
1987,f,m,Київ
1978,f,m,Kyiv
1974,f,b,Запоріжжя
1984,f,b,Козятин
1980,f,b,м. Львів
1984,f,m,Київ
1990,f,m,"Павлоград, Дніпропетровська обл."
1996,f,a,місто Суми
1980,f,m,Дніпропетровськ
1992,f,m,Київ
1993,f,b,
1971,f,b,м.Київ
1985,f,m,Kyiv
1991,f,m,Krakow
1974,f,hs,Одесса
1987,f,m,М. Київ
1980,f,m,
1976,f,m,Днепропетровск
1991,m,m,Polonne 
1996,m,,Львів
1969,f,a,Житомир
1985,f,m,м. Херсон
1977,f,m,Днепропетровск
1984,f,jhs,
1972,f,m,Г. Днепропетровск
1974,f,m,Одеса
1997,f,hs,г.Запорожье
1983,f,m,
1970,f,m,"м.Іллічівськ, Одеська обл., Україна"
1977,f,a,Dnipropetrovsk 
1981,f,m,Київ
1990,f,m,Київ
1990,f,m,Одесса
1976,f,m,    Запорожье
1961,f,b,Луганск
1990,f,m,Дніпропетровськ
1985,f,m,Kyiv
1986,f,m,місто Харків
1974,f,m,
1986,f,m,Київ
1986,f,m,Харків
1970,f,a,Madrid
1976,f,m,
1987,f,m,Київ
1982,f,m,м.Київ
1976,f,m,
1993,f,b,Київ
1993,m,a,
1993,f,a,
1997,f,hs,Київ
1975,m,m,Nthyjgskm
1985,f,a,"Іванків, Київська область"
1977,m,m,
1980,m,m,Харьков
1995,m,a,Київ
1996,f,a,Київ 
1987,m,a, Одесса
1993,f,b,місто Київ.
1986,f,m,місто Луцьк
1988,f,b,
1987,m,m,Київ
1988,m,m,Одеса
1990,m,m,
1984,m,b,Київ
1980,m,m,
1981,m,m,
1988,m,m,Киев
1997,m,hs,Київ
1993,f,b,м.Київ
1981,m,m,Київ 
1975,m,m,Київ
1986,f,m,Київ
1995,m,a,Київ 
2014,m,m,Київ
1983,m,m,
1979,m,m,Vinnytsia
1995,m,hs,Луцьк
1986,m,m,Prague
1975,f,m, Одеса
1999,m,hs,Одеса
1992,f,m,Київ
1976,f,m,Київ
1993,f,b,Івано-Франківськ
1967,m,m,Киев
1991,m,m,Макарів
1977,f,b,Київ
1986,m,m,м. Львів
1995,m,hs,Київ
1974,f,m,Київ
1993,m,b,М. Київ 
1970,f,a,г. Винница
1974,f,m,Луцьк
1983,m,a,Киев
1984,,,
1988,f,m,Kyiv
1982,f,m,Київ
1991,m,a,Київ
1995,f,a,Київ
1991,f,m,Тернопіль
1991,f,m,
1958,f,m,Lviv
1988,f,m,Київ
1980,f,m,Киев
1981,f,m,Perechin
1982,f,m,Чернівці
None,f,b,
1991,f,m,м. Київ
1994,f,a,місто Острог
1974,f,m,Kyiv
1986,f,m,Київ
1981,f,m,Київ
1994,f,a,Київ
1976,f,m,Дніпропетровськ
None,,m,Київ
1971,f,m,м.Київ
1975,f,m,Kyiv
1981,f,m,м.Луцьк
1987,f,m,Киев
1993,f,a,місто Луцьк
1964,f,m,Київ
1982,f,m,
1993,f,b,
1989,f,m,"С. Бузове, Київський р-н"
1983,f,p,Poltava
1988,f,m,Львів
1965,f,m,м. Київ
1987,f,m,м.Хмельницький
1983,f,m,Київ
1993,f,hs,Київ
1981,f,m,м. Київ
1959,f,m,житомир
1988,f,m,м. Київ
1977,f,m,
1986,f,m,Київ
1973,f,m,
1986,f,m,Тернопіль 
1980,f,m,Киів
1958,f,m,"Calgary, Alberta, Canada."
1977,f,p,м.Пирятин обл.Полтавська
1986,f,m,Кривий Рiг
1993,f,a,Харків
1977,f,m,Львів
1985,f,m,Львів
1986,f,m,Вінниця
1987,f,m,Житомир
1973,f,m,Нiжин
1966,f,m,м.Львів
1976,f,m,Лисичанськ
1992,f,b,Київ
1990,f,m,Київ
1987,f,p,Суми
1971,f,m,Київ
None,,,
1989,f,m,Київ
1995,f,a,Київ
1989,f,m,Київ
1983,f,m,Киiв
1982,f,m,
1971,f,m,Київ
1996,m,el,Г. Южный
1989,m,m,Київ
1990,f,m,Київ
1988,f,a,Київ
1984,f,m,Київ
1996,f,hs,Чернівці
1989,m,m,Ivano-Frankivsk
None,m,a,
1966,m,m,Київ
1970,m,a,Київ
1994,f,a,Дніпропетровськ
1991,m,m,Київ
1992,m,m,Sumy
1989,m,b,Київ
1988,m,m,
1997,m,a,Київ
1985,m,m,
1977,f,p,
None,,,
1986,m,m,kiev
1983,m,m,Lutsk
1987,m,m,Київ
1989,m,hs,"пгт. Ольшанское, Николаевская область"
1992,f,a,Тернопіль
1989,m,m,Київ
1994,f,b,Київ
None,,,
1992,m,b,м. Київ
1983,f,m,Kyiv
1984,f,m,м. Новоград-Волинський Житомирської обл.
1993,f,b,м.Суми
1982,,m,м.Київ
1995,m,jhs,
None,m,m,Kyiv
1984,m,m,
1992,m,m,Київ
1975,f,m,"Дніпрорудне, Запорізької області"
1972,f,m,"Дніпродзержинськ, Дніпропетроськ"
1987,m,m,Lviv
1981,m,m,Киев
1988,m,m,м. Енергодар
1982,f,jhs,м. Одеса
1977,m,m,Львов
1979,m,a,Харьков
1983,f,m,Киев
2003,m,none,Київ
1988,m,m,Київ
1992,m,m,м. Запоріжжя
1987,m,m,м. Бровари
1985,m,m,Одесса
None,m,,Kiev
1986,f,m,Івано-Франківськ
1976,f,m,Київ
1983,f,m,Kyiv
1977,f,m,Киев
1986,f,m,Житомир
1968,f,other,
1989,f,m,місто Харків
1983,f,m,Херсон
None,,,
1998,m,hs,
1993,f,b,Київ
1979,m,p,Київ
1979,m,m,Київ
1975,m,m,Київ
1992,m,m,Івано-Франківськ
1983,f,m,Львів
1991,m,b,Киев
1999,f,hs,Київ
None,,,
1986,m,m,Харків
1988,m,m,Київ
1997,f,a,Киев
1985,m,m,Київ
1993,m,a,м.Київ
1960,f,p,Днепропетровск
1971,m,m,Тернопіль
1991,f,b,Київ/Осло
1970,f,m,Київ
1992,f,b,Kyiv
None,,,
None,,,
1993,m,b,Тернопіль
1977,m,m,Киев
1996,m,,
1991,f,m,місто Житомир
None,,,
1987,m,m,Ужгород
1988,m,m,Kiev
1991,m,m,Одеса
1989,m,a,Тернопіль
1987,m,m,Kyiv
1994,m,a,Київ
1995,m,a,
1983,m,m,Київ
1983,m,a,м.Богуслав. Київська обл
1984,m,m,Київ
1969,f,jhs,Калуш
1989,f,b,Ямпіль
1980,f,m,Київ
1984,m,m,Чернігів
1979,m,m,Киев
1994,m,a,Київ
1993,f,b,Rio de Janeiro
1990,f,b,Ужгород
1987,f,m,м.Київ
1996,f,a,Львів
1988,f,m,Днепропетровск
1964,f,m,Киев
1995,m,hs,Київ
1980,m,m,Київ
1965,f,m,м. Бориспіль Київської обл.
1995,f,a,Одеса
1982,f,m,
1991,f,a,Київ
1994,m,a,м. Київ
1994,m,hs,м.Київ
1995,m,a,Запоріжжя
1986,m,m,м. Київ
1992,f,m,
1982,m,m,
1991,m,m,Вінниця
1987,m,m,Київ
1992,f,a,
1988,f,p,Суми
1984,m,m,Одесса
1985,f,m,Kyiv
1992,f,m,Запоріжжя
1983,f,m,Киев
1975,f,m,
1987,f,m,Дніпропетровськ
1977,f,m,м. Київ
1989,m,m,Київ
1969,m,b,Харків
1985,m,m,місто Обухів
1992,m,p,Київ
1985,m,m,Київ
1990,m,m,Київ
None,,,
1994,m,a,Киев
1985,m,jhs,IvanoFrankivsk
1984,m,m,Вінниця
1996,m,hs,Київ
1980,m,m,Київ
1979,m,jhs,Боярка
1982,m,m,М. Львів
1986,f,m,Київ
1993,m,b,Kiev 
1987,f,m,Київ
1977,m,m,Київ
1981,m,b,Запоріжжя
1984,f,m,м.Боярка
1995,f,a,Київ
1988,m,m,М. Ніжин
1987,f,m,Киïв
1993,f,b,Харків
1995,f,a,Чернівці
1994,f,a,м. Херсон
1987,f,m,
1979,m,m,Київ
1979,m,m,Вінниця
1983,f,m,Київ
1986,m,m,Львів
1989,m,m,Луцьк
1999,f,,с. Наталине
1996,m,a,Одеса
1992,m,b,Київ
1994,f,a,Харків
1992,m,m,Одесса
1987,f,m,Харків
1984,m,m,Kiev
1993,m,b,м. Одеса
None,f,a,Київ
1993,m,b,Київ
1986,m,m,Нікополь
1986,f,m,Львів
1989,m,m,Kyiv
1979,f,m,Чернівці
1989,m,m,Київ
1979,f,m,Житомир
1986,m,m,Київ
1990,m,b,Київ
1980,m,m,
1980,f,m,Рівне
1980,f,m,Киев
1977,m,m,Київ
1986,m,m,Львів
1978,m,hs,Черкаси
1971,f,p,м. Полтава
1989,f,m,місто Чернівці
1994,m,a,Кременчук
1966,m,m,Київ
1978,m,hs,Киев
1988,m,b,Київ
1983,m,p,Одесса
1995,f,a,
1984,m,p,Гомель
1984,m,m,Kyiv
1993,f,a,Вінниця
1981,f,m,м. Київ
1972,f,m,Херсон
1980,m,m,Київ
1997,f,hs,
1999,m,hs,"Львівська область, місто Радехів"
1991,f,m,Київ
1986,m,m,М.Київ
1987,m,m,
1984,f,m,
1990,m,m,Київ
1987,m,m,Київ
1984,f,m,Київ
1992,f,m,Київ
1992,f,b,Wroclaw
1979,m,m,Київ
1988,m,m,Київ
1994,f,a,Київ
1991,m,m,Київ
1990,f,m,Київ
1992,m,b,Київ
1993,m,a,
1980,f,m,
1994,m,jhs,Дніпродзержинськ
1985,m,m,
1984,f,m,м.Київ
1977,m,m,м.Львів
1983,m,m,Київ
1996,f,a,Київ
1984,f,m,Львів
1969,m,p,Київ
1981,f,m,Київ
1993,m,hs,Львів
1980,m,a,Київ
None,m,m,Київ
1983,f,m,
1983,m,b,Бельфорт - Франція
1990,m,m,
1996,m,a,
1979,m,m,Київ
1979,f,m,Одесса
None,f,m,Миколаїв
1997,m,a,Київ
1988,f,m,Івано-Франківськ
1995,f,,Одеса
None,f,,
1983,f,m,Запоріжжя
1985,f,m,Київ
1985,f,jhs,м. Луцьк
None,,m,
1994,m,a,Київ
1989,m,jhs,м. Івано-Франківськ
1985,m,b,Мариуполь
1991,m,a,Львів
1980,m,m,Киів
1985,f,m,Львів
1989,f,m,"село Новосілки, Київська обл."
1982,f,p,Івано-Франківськ
1995,f,a,Київ
1983,f,m,Lviv
1993,f,b,м. Київ
1991,f,m,Lviv
1993,f,b,м.Київ
1980,f,m,Київ
1985,f,m,Lviv
1976,m,m,Київ
None,f,m,
1967,f,hs,м.Золочів Львівска обл
1984,f,m,м.Львів
1995,f,a,Kyiv
1992,f,m,Львів
1990,f,m,Львів
1983,f,m,Стрий
1984,f,b,м. Київ
1974,f,b,Київ
1976,m,m,Киев
1991,m,m,Київ
1994,m,hs,Львів
1993,m,jhs,Kyiv
1985,f,m,Київ
1993,f,b,Тернопіль
1980,m,m,Тернопіль
1984,f,m,Луцьк
1996,m,a,Київ
1985,m,hs,
1990,m,p,Київ
1978,f,m,Киïв
1970,f,m,Київ
1983,m,p,Lviv
1995,m,hs,Кривой Рог
1980,m,m,м.Житомир
1995,f,hs,Харкiв
1993,m,b,Chernigiv
1978,m,m,Киев
1992,m,a,
1988,m,m,м. Одеса 
1981,f,m,Київ
1994,m,b,Запоріжжя 
1987,m,m,місто Київ
1994,f,a,Полтава
1978,m,m,Киев
1985,m,b,Київ
None,,,
1979,f,m,г. Киев
1962,m,m,"Cherkasy,Ukraine"
1977,f,a,Odessa
1994,f,a,Київ
1981,m,m,Київ
1975,f,m,Киев
1988,m,m,Львів
1977,m,m,Херсон
1991,m,m,Донецьк
1994,m,a,Запоріжжя
1993,m,b,Київ
2013,m,m,Житомир
1988,f,m,Київ
1958,m,m,Дніпропетровськ
1959,f,jhs,Житомир
1993,m,a,
1980,m,m,Київ
1989,m,m,Київ
1984,m,other,
1993,m,a,Київ
1986,m,m,"Херсонська обл., м. Херсон"
None,,,
1989,m,m,
1977,m,b,Харкiв
1984,m,m,Харків
1995,m,a,Київ
1985,m,b,Сiмферополь
1979,m,b,Одесса
None,m,m,
1980,m,m,Біла Церква
1992,m,b,м. Київ
1992,m,b,Київ
1983,m,m,м. Київ
1978,m,m,
1976,m,m,"м.Мукачево, Закарпатської області"
1994,m,a,"Україна, м.Харків"
1984,m,m,Київ
1991,m,m,м. Київ
1987,m,m,Київ
1993,m,b,Львів
1977,m,m,Khmelnitskiy city
1994,m,a,Київ
1996,m,a,
1977,m,m,Житомир
1988,m,a,Київ
1971,m,m,м.Миколаїв
1984,m,m,Київ
1988,m,m,
1997,,a,Київ
1995,m,b,Черкаси
None,f,,
1989,f,m,Київ
1971,m,m,
1979,f,m,Київ
None,f,m,
1985,m,b,Киев
1981,m,a,Rivne
1983,m,m,м. Здолбунів
1981,f,m,Lviv
1991,f,m,м. Бердянск
1997,m,hs,Київ
1986,m,a,
1958,m,m,"с. Оболоня Долинського району Івано-Франківської області, Україна"
1987,f,m,Кривий Ріг
1983,f,b,Николаев
1965,f,m,город Киев
1985,m,m,Львів
None,f,a,
1972,m,m,м.Обухів Київська обл.
1973,m,m,Київ
1996,m,a,Kyiv
1991,f,hs,Львів
1972,f,m,Oбанж
None,f,m,Київ
1983,f,m,Киів
1987,f,m,Львів
1983,m,m,Львів
1989,f,m,ЛЬвів
1979,m,m,Хмельницький
1983,m,m,Тернопіль
1984,m,hs,г. Зеньков
1989,f,m,Киев 
1984,m,m,
1996,f,a,м. Київ
1994,f,,м.Черкаси
1996,f,a,Сумы
1986,f,m,Київ
1981,f,m,Днепропетровск
1992,f,b,м.Дніпропетровськ
1996,f,a,Миколаїв
1984,f,m,Київ
1993,f,a,Київ
1990,f,b,
1996,f,a,Суми
1992,f,b,Киев
1989,f,m,
1983,m,a,с. Берестівка
1987,f,m,Київ
1990,f,m,Рівне
None,m,m,м. Київ
1996,f,a,
1995,f,a,
1989,f,m,Київ
1989,m,m,
1984,m,a,Київ
None,,,
1992,f,b,Киев
1970,f,m,Львів
1989,f,m,Киев
1981,m,m,Київ
1986,m,jhs,Одеса
1994,f,a,Харьков
1958,m,m,Київ
1994,m,hs,Kiev
1969,m,m,Дніпропетровськ
1980,f,m,Александрия
None,m,m,
1992,f,m,Одеса
1994,f,a,Київ
1985,f,m,Kiev
1998,m,el,Бровари
1977,m,m,Київ
1987,m,m,м.Чернівці
1982,f,m,Київ
1994,f,a,Київ
1986,f,m,Чернігів
1986,m,m,м. Київ
1989,m,m,Київ
1960,m,a,Чернівці
1983,f,m,Киев
1997,f,hs,Київ
1981,m,m,Kyyiv
1984,m,m,
1987,f,m,Київ
1988,m,m,Херсон
1989,m,m,Київ
1993,m,b,Київ
1968,f,jhs,Kиев
1985,m,a,Ivano-Frankivsk
1980,f,m,Київ
1985,m,a,Суми
1977,m,m,Київ
1980,f,m,
1978,m,m,Kharkiv
1991,m,m,
1987,m,m,село Загаття
1997,m,el,чернівці глибоцький р-н с.кам'янка 
1980,f,m,Львів
1984,f,m,
1973,f,m,Київ
1990,m,m,Маріуполь
1971,m,m,Zhytomyr
1987,m,m,Львів
1985,f,m,Львів
1994,f,b,Київ
1988,m,m,Київ
1989,f,b,Kiev
1984,m,m,Підволочиськ
1997,m,hs,Киев
None,,,
1980,f,m,Васильків
1981,m,m,Рівне
1989,f,m,Киев
1970,m,a,м.Шепетівка
1979,f,m,Київ
1988,f,b,Тернопіль
1992,f,m,Нікополь
1963,m,m,Днепропетровск
1989,m,a,Івано-Франківськ
1978,m,m,Рівне
1984,m,m,с. Маслянка
1982,m,m,Житомир
1996,f,a,Київ
1984,m,m,Дніпропетровськ
1995,m,a,Харьков
1984,m,m,Львів
1990,m,m,Київ
1991,f,m,м. Львів
1987,m,m,Ужгород
1990,m,m,Київ
1992,m,b,Dnipropetrovsk
1996,m,a,Рівне
1982,m,m,Київ
1979,m,m,Іллічівськ
1966,m,m,м.Київ
1992,f,m,Kyiv
1974,m,m,Івано-Франківськ
1984,m,m,Lviv
1986,f,p,м.Львів
1987,f,m,Київ 
1990,f,m,
1988,m,m,Тернопільска обл.
1992,m,m,Богородчани
1974,m,p,Тернопіль
1988,m,m,Kyiv
1980,m,m,Львів
1985,m,m,
1995,m,a,Киев
1989,m,m,
1986,m,m,м. Тернопіль
1986,m,b,Київ
1995,m,a,м. Тернопіль
1970,m,m,Київ
1981,m,a,Київ
1968,m,m,Київ
1987,m,m,Київ
2013,m,m,Киів
1995,f,a,"Одеська обл., м. Іллічівськ. У зв'язку з навчанням у НУ ""Острозька академія"" проживаю у м. Острог."
1978,f,m,Харків
1996,m,b,Brovary
1990,m,a,Кривий Рiг
1992,m,m,Zaporizhya
1985,f,m,Київ
1978,f,hs,м.Токмак
1990,f,m,Тернопіль
1984,f,m,Киев
1986,f,a,Kiev
1975,m,m,Ужгород
1984,f,m,місто Одеса 
1985,f,p,Kyiv
1983,f,m,Киев
1983,f,m,Odesa
1963,f,m,м.Київ
1982,f,m,
1990,f,m,Київ
1997,f,a,Луцьк
1971,f,m,Рівне
1988,m,m,Київ
1973,f,m,Харьков-Луганск
1992,m,m,Київ
1992,f,m,Харьков
1983,f,a,Київ
1987,f,m,Київ
1989,f,b,м. Хмельницький
1990,f,m,Львів
1990,f,m,Київ
1997,f,hs,м. Одеса
1993,f,b,Kiev
1991,f,m,Луцьк
1991,f,m,м. Вінниця
1994,f,b,Київ
1993,f,a,Житомир
1988,f,m,Донецк
1988,f,m,Киев
1994,f,a,житомир
1991,m,m,Київ
1994,m,a,Київ
1980,f,m,Львів
1977,m,b,Kiev
1986,m,m,Вінниця
1988,f,m,Тернопіль
1989,f,m,Kharkiv
1983,f,m,Киів
1989,m,m,Київ
1974,f,m,Київ
1977,m,m,
1997,m,hs,
1983,f,m,Київ
1979,m,b,смт. Чабани
1981,f,p,Київ
1991,m,m,Кривий Ріг
1977,m,m,
1987,f,m,Макеевка
1986,f,a,м. Київ
1988,m,m,Симферополь
1972,m,b,
1963,f,m,м. Вiнниця
1989,f,m,м. Ужгород
1990,f,m,"Київська обл., Броварський р-н, смт.Калинівка"
None,m,m,Киев
1988,f,p,Kiev
None,f,m,м.Львів
1972,m,m,м. Львів
1984,m,m,"м. Зміїв, Харківська обл."
1981,m,m,
None,m,m,Київ
1986,m,m,Львів
None,m,b,Київ
1991,f,m,Київ
1992,m,m,Київ
1982,m,m,Київ
1994,m,a,м. Одеса
1993,m,b,Одеса
1985,m,m,Lugansk
1975,m,m,Kyiv
1978,f,m,Одеса
None,,,
1956,m,m,Київ
None,f,,
1972,f,m,Київ
1986,m,m,Луцьк
1986,f,m,Чернівці 
1983,f,m,Dublin
1977,f,b,Киів
1984,f,a,"Барселона, Іспанія"
1987,f,m,Полтава
1980,f,m,Kiew
1989,f,m,Kyiv
1981,m,m,
1996,f,a,м. Київ
1990,f,m,
1984,f,m,м. Київ
1977,m,m,
1993,m,b,Київ
1995,m,none,
1994,m,a,Київ
1984,m,m,
1993,m,m,Київ
1978,m,a,Київ
1982,f,m,Київ
1989,f,b,Kyiv
None,f,hs,
1985,f,m,м. Львів
1977,f,m,Запоріжжя
1965,f,m,Київ
1992,f,m,Суми
1979,f,m,Київ
1992,f,m,Киев
1985,f,m,Херсон
1987,f,m,Одеса
1989,f,m,Київ
1994,f,b,м.Київ
1990,f,m,Дніпропетровськ
1990,f,m,Київ
1995,f,a,Івано-Франківськ
1983,f,m,Київ
1995,f,a,Київ
1989,f,m,м. Київ
1981,f,m,Київ
1995,f,a,Kyiv
1993,f,b,Київ
1997,f,hs,місто Ірпінь
1988,f,p,Київ
1990,f,m,м.Київ
1988,f,m,Kiev
1984,f,m,Харьков
1992,f,m,Odessa
1986,f,m,КИЇВ
1982,f,m,Харків
1985,m,p,Красноармійськ Дон. обл.
1983,m,p,Чернігів
1974,m,m,Львів
1988,f,m,Івано-франківськ
1995,f,a,Львів
1971,m,m,Житомир
1993,m,b,Київ/Донецьк
1990,m,b,Kyiv
1993,m,a,Toronto
1980,m,p,Дніпропетровськ
None,,,
1983,m,m,Київ
1989,m,m,"Ukraine, Dnepropetrovsk"
1986,f,m,
1965,m,other,"Kherson
"
1978,f,m,Київ
1985,f,m,Київ
1996,f,b,"С. Червонопопівка, Кремінський район, обл. Луганська "
1977,f,m,м.Київ
None,,,
None,,,
1989,f,m,Київ
1998,f,hs,Місто Сквира
1988,f,m,
1994,f,a,Київ
1977,f,m,м. Київ
1993,f,m,Київ
1982,f,m,Тернопіль
1988,f,m,Lviv
1988,f,m,місто Київ
1984,f,m,
1967,f,b,"Луцк, Волынская область"
1997,f,a,м.Київ
1980,f,m,Одеса
None,f,a,
1996,m,a,Київ
1988,f,m,м. Кіровоград
1993,f,a,м.Запоріжжя
1992,f,b,Суми
1970,f,a,м.Южне Одеської області
1982,f,m,
1988,f,m,Львів
1997,f,hs,Київ
1995,f,a,Київ
1977,f,m,м. Київ 
1978,m,m,Львыв
1971,m,m,Косівська Поляна
1976,f,m,Київ
1983,f,m,Київ
1962,f,m,Дніпропетровськ
1981,f,m,Київ
1984,f,m,м.Львів
1962,f,m,м.Дніпродзержинськ
1995,f,a,Київ
1980,f,m,Київ
1993,f,b,Київ
1994,f,a,Київ
1989,f,m,Херсон
1983,f,m,Дніпропетровськ
1979,m,m,Луцьк
1989,f,m,Чернівці
1971,f,m,Київ
1990,m,m,Київ
1997,f,hs,Київ
1993,f,a,Київ
1987,f,jhs,Миколаїв
1993,f,a,
1967,m,m,Lviv
1981,m,m,Фастів
1988,m,b,Київ
1988,m,m,Киев
1985,m,m,Київ
1996,m,a,Київ
1976,m,m,Бориспіль
1997,f,hs,Запорожье
None,f,m,Kiev
1979,f,m,м.Львів
1992,f,a,М. Одеса
1997,f,a,Київ
1988,f,m,Чернігів
1984,f,m,м. Київ
1988,f,p,Луцьк
1993,f,a,Миколаїв
1995,f,a,Харків
1994,f,a,СМТ.Романів
1992,f,b,Київ
1999,f,other,м. Київ
1995,f,a,"Львів, Соснівка"
1986,f,m,м. Київ
1993,f,b,Київ
1967,f,m,Херсон
1989,f,m,Київ
1994,f,a,м. Київ
1993,f,b,Киев
1979,f,m,Київ
None,f,m,
1991,f,m,Київ
1981,f,m,Чернігів
1980,f,p,Тернопіль
1981,f,m,"Київська обл., м. Ірпінь"
1994,f,a,м. Київ 
1994,f,a,
1995,f,hs,"Kyiv, Ukraine"
1990,f,m,Київ
1976,f,p,Дніпропетровськ
1985,f,b,Одеса
1986,m,m,Київ
1984,f,other,м.Київ
1992,f,m,"Місто Ірпінь, Київської області"
1986,f,m,
1990,f,m,Lviv
1979,f,m,Одеса
1982,f,m,Львів
1987,f,m,Київ
1989,f,m,Kiev
1984,f,m,
1992,f,b,Харків
1997,f,hs,"Волинська область, місто Луцьк"
1988,f,m,м. Кременчук
1989,m,b,Київ
1983,m,m,Харьков
None,,,
1986,m,m,Kyiv
1985,m,m,Київ
1978,m,m,Kiev
1995,m,a,Тернопіль
1977,f,b,м.Київ
1993,f,b,
1983,f,p,Київ
1983,f,m,Львів
1994,m,a,м. Київ
1987,m,m,Тернопіль
1981,m,m,Львів
1985,f,b,Київ
1990,f,m,Lviv
1994,f,a,Київ
1994,f,a,м.Харків
1986,f,m,Київ
1987,f,m,м. Київ
1988,f,m,Київ
1994,f,a,київ
1985,m,m,Київ
1985,f,m,Харків
1986,f,b,Тернопіль
1993,f,b,
1985,m,m,Київ
1973,m,jhs,Khmelnitskiy
1988,m,m,м. Бровари
1996,f,hs,м.Київ
1991,m,a,Vinnitsa
1985,f,m,Вишгород
1996,f,a,Горловка 
1980,f,a,Одеса 
1988,f,m,
1988,f,m,Киів 
1962,f,,м.Мукачево
1981,m,m,Кузнецовськ
1978,f,m,
1979,m,m,Київ
1976,f,m,Ужгород
1991,f,m,М.  Київ
1983,f,m,м. Львів
1991,f,m,Київ
1981,f,m,львів
1990,f,m,Львів
1981,f,m,Chervonograd
1982,f,m,Rivne
1996,f,a,Rb]d
1985,f,m,м.Херсон
1989,f,m,Київ
1992,f,m,Херсон
1988,f,m,Дніпропетровськ
1983,m,m,Тернопіль
1992,f,hs,Львів
1990,f,m,Київ
1990,f,m,КИЇВ
1982,m,m,Львів
1986,m,m,
1963,m,m,Київ
1989,f,a,
1981,f,b,Луганська область місто Сватове 
1995,f,a,Київ
None,,,
1980,f,m,Sumy
1989,f,m,Львів
1992,f,b,м. Черкаси
1992,m,m,Полтава
1983,f,m,Київ
1984,m,a,Donetsk
1994,m,hs,Київ
1990,m,m,Kyiv
1993,f,m,Київ
1977,m,other,Київ
1985,m,m,Київ
1992,m,b,Київ
1974,m,m,
1991,m,m,Zhytomyr
1995,m,a,м. Суми
1986,m,m,Дубно
1988,m,m,Kyiv
1991,m,b,місто Київ
1992,m,b,Львів
1998,m,hs,
1992,m,b,
1980,m,m,
1997,f,hs,Київ
1993,f,a,Київ
1993,m,other,
1987,m,m,
1991,m,m,Київ
1983,m,m,
1976,m,a,Київ
1990,f,m,Київ
1983,f,m,
1990,f,m,
1991,m,a,Odessa
1983,m,m,Київ
1975,m,m,Львів
1995,m,a,Київ
1987,m,m,місто Слов'янськ
1992,m,b,
1980,f,m,Рівне
1985,m,m,Ужгород
1991,m,m,Dnepropetrovsk
1986,m,p,
1984,m,m,Zaporijja
1982,m,m,Львів
1983,m,m,Київ
1976,m,m,Київ
1979,m,m,Кривий Ріг
1984,m,jhs,Запорожье
1980,m,m,Одеса
1993,m,b,Київ
1994,m,hs,Одеса
1976,f,m,Київ
1982,m,m,м.Івано-Франківськ
